Começo	# Respostas Corretas	Percentil	Resposta Dada	Tempo
31/08/2016 16:09:45	11	1	4	2633
31/08/2016 16:09:45	11	1	5	2105
31/08/2016 16:09:45	11	1	1	1084
31/08/2016 16:09:45	11	1	2	1037
31/08/2016 16:09:45	11	1	6	1787
31/08/2016 16:09:45	11	1	3	1694
31/08/2016 16:09:45	11	1	6	1866
31/08/2016 16:09:45	11	1	2	1148
31/08/2016 16:09:45	11	1	1	1272
31/08/2016 16:09:45	11	1	3	1382
31/08/2016 16:09:45	11	1	4	1147
31/08/2016 16:09:45	11	1	3	599
