Começo;# Respostas Corretas;Percentil;Resposta Esperada;Resposta Dada;Tempo;Validez
09/11/2016 14:06:42;0;1;4;2;991;INVÁLIDO
09/11/2016 14:06:42;0;1;5;4;679;INVÁLIDO
09/11/2016 14:06:42;0;1;1;5;109;INVÁLIDO
09/11/2016 14:06:42;0;1;2;6;9;INVÁLIDO
09/11/2016 14:06:42;0;1;6;1;139;INVÁLIDO
